uid,first_name,last_name,gender,birth_yr,birth_mo,birth_dy
frx_2139443,MARL E,VIPO ND,F,1985,08,28
frx_2992426,MARLEE,VIPO ND,F,1985,02,28
frx_5839600,MARL E,VIP OND,F,1985,08,28
frx_8945559,MARLE,VIPOND,F,1985,08,28
frx_4295021,ALISA,TIMOTHYSON,M,1991,09,26
frx_3841602,ALISA,TIMOTHYSON,M,1982,05,24
frx_5313290,ETHAJ,ALISA,O,1991,05,06
frx_7231006,ALISA,TIMOTHYSON,M,1991,05,06
frx_9195961,ALISA,TIMOTHYSON,O,1991,05,06
frx_6183491,JAMDS,"",F,1980,23,31
frx_2386173,"",AATERN IR,F,"","",""
frx_7770155,"",AATERNIR,F,"","",""
frx_4856458,"",AATE IR,F,"","",""
frx_8370901,AMBROSIA,WACHTSMUTH,"",1986,07,04
frx_8590442,WACHTMSUTH,AMBROSIA,"",1986,07,04
frx_8435435,AMBROSIA,WACHTSMJTH,"",1986,07,04
frx_6780816,CHARLOTT,"","",1991,02,03
frx_3805466,CKAYN,UMEX,F,1912,07,05
frx_4164803,ALICI A,STE D,F,1995,11,09
frx_6973255,ALICI,STEED,F,1995,11,09
frx_4350201,AL CI A,STEE,F,1995,11,9
frx_3625600,CALEB,COOPER,F,1989,04,18
frx_2988619,AYYE,"",O,1980,12,16
frx_4421228,EQRIO,RUTLEDGE,F,1991,02,18
frx_3529744,ERIN,RUTLEDGE,F,"","",""
frx_6418775,MILI,TANCK,M,1993,06,21
frx_8488952,MILI,TANK,M,1993,06,21
frx_9593146,MILLIE,DANK,M,1993,06,21
frx_6883514,EMII LY,GUNAWAN,M,1932,12,08
frx_9083242,SHELBY,CH W AN,F,1999,06,26
frx_9805534,ANTH NY,HINTON,F,1936,06,07
frx_6005410,ANTHONY,HIN N,F,1936,06,07
frx_3266062,AN HONY,HINTON,F,1936,06,07
frx_9415453,KYL,STRANGWAY,M,1978,03,06
frx_9400959,KKOTY,POLARD,"",1916,05,13
frx_7308807,ANNICKA,FARINDANI,F,1990,11,24
frx_5690502,MITCELL,CKAMRK,M,1996,01,27
frx_7067992,MITELL,CCKAMRK,M,1996,01,27
frx_6190842,IZABELA,CROZBY,F,1907,04,10
frx_7959568,ISABELLA,KROSBY,F,1907,04,10
frx_9522309,IJTAPELLA,CROSBY,F,1907,04,10
frx_6044599,NELLIE,MCCALL,F,1998,01,05
frx_4988885,NELLI,MKALL,F,1998,01,05
frx_5846763,NELLI,MCKALL,F,1998,01,05
frx_8050097,STEPHANJE,KNI T,"",1983,02,02
frx_4431568,STEP ANIE,KNIGHT,"",1983,02,02
frx_6371255,TOMAJT,HEIL,F,1995,11,21
frx_6845258,TOMAST,HIL,F,1995,11,21
frx_6608954,TOMAJ,HEIL,F,1995,11,21
frx_6349702,THOMAJ,IL,F,1995,11,21
frx_9433732,DOMAS,HEIL,F,1995,11,21
frx_9754972,DEA LC N,ELLISSON,F,1904,10,10
frx_3088811,SARA LOUISE,RUTEAHFURD,"",1988,08,20
frx_3756148,AB,ABA T,F,1964,03,30
frx_2979439,ABBY,AB AT,F,1964,03,30
frx_6057606,ABBY,ABA,F,1964,03,30
frx_7212578,ABB,ABAT,F,1964,03,30
frx_7270624,ABY,ABA,F,1964,03,30
frx_4510724,JOSHUA,ALVEY,F,2007,09,09
frx_7893797,JOSBUA,ALVEY,F,2007,09,09
frx_4151378,JOSHUA,ALVE,F,2007,09,09
frx_9205165,JARE,BULLE,F,1992,10,08
frx_8154155,ZAMEJ,AAAHSY,"",1988,12,17
frx_3302491,LACHLSN,SAAEA,"",2008,12,31
frx_3273959,"",SAGSOA,"",2008,12,31
frx_9388732,JAM LA,JUNQUEIRA,F,"","",""
frx_5118283,JAMILLA,JUNQUEIRA,F,"","",""
frx_6627145,JAMILLA,JUNQ IRA,F,"","",""
frx_9842509,KYE,SCIRRI,M,1989,09,01
frx_7491943,COPEF,TESNOHLEDEK,M,1914,07,01
frx_5504232,CALEB,EAVEN,F,1989,01,13
frx_2317290,LEXIE,ROMAN,F,1946,18,16
frx_8874013,PRADLEI,IAM,M,1989,07,08
frx_2052020,EMIILI,SCINTO,"",1990,06,28
frx_8655530,LAURQGH,FORD,F,1995,11,22
frx_8033882,LAUREN,FORD,M,1995,11,22
frx_3991752,LAURRN,FORD,M,1995,11,22
frx_9762111,"",FORD,M,1995,11,22
frx_9092535,JULIA,NORMAN,M,1988,11,19
frx_3689371,ZULYA,NOAHMAN,M,1988,11,19
frx_4908016,LUCY,M A K,F,"","",""
frx_6195868,LUCY,MARK,F,"","",""
frx_3296057,LUCY,MAR,F,"","",""
frx_3663314,LUC,MARK,F,"","",""
frx_2200181,JASMINE,MAYER,"",1998,04,11
frx_4814664,JASMXIYE,"",F,1998,04,11
frx_4648654,JASMNE,MAYER,F,1998,04,11
frx_6104964,JASMINE,MAYER,F,1998,03,11
frx_8107487,JASMINE,MAYER,F,1998,04,11
frx_5755229,CKAMERON,OLANT,F,1982,11,17
frx_9748716,CCKAMERON,HLAND,F,1982,11,17
frx_3625549,CAMERON,OLLANT,F,1982,11,17
frx_7771921,XLOE,JTRECKVUSS,F,1980,07,28
frx_7709289,CHLOE,STRECKFUAS,F,1980,07,28
frx_8581044,CKHLO,STREKKFUS,F,1980,07,28
frx_6879335,JOS HUA,HALIM,F,1991,06,13
frx_2593015,JOSHUA,HALIM,F,1991,06,13
frx_7696358,JOSHU,HALI,F,199,06,13
frx_7128418,JOSHU A,H L M,F,1991,6,13
frx_6187670,HALILIVIC,SARAH,"","","",""
frx_2204589,SARAH,HALILOQIC,"",1986,11,27
frx_3305185,SARAH,REID,"",1986,11,27
frx_9040150,SARAH,HALILOCIC,"",1986,11,27
frx_9199168,SARAH,HALIHVIC,"",1986,11,27
frx_9145093,IMOGEN,SAV OR,F,1977,08,15
frx_8365638,IMOGEN,SAVORY,F,1977,08,15
frx_4726030,MAX,GOFF,F,1970,19,25
frx_2603284,MAX,GLFF,F,1968,01,09
frx_5316995,MAX,GOFF,F,1968,01,09
frx_9277759,COUFTNY,GOFF,F,1968,01,09
frx_3932446,KATELYN,REDG,F,"","",""
frx_4871678,CHARLOTTE,SKLAFANY,M,1978,07,14
frx_4458951,JONATHN,"",F,"","",""
frx_9960941,JON ATH ON,"",F,"","",""
frx_5972402,JONATHON,"",F,"","",""
frx_3326222,RUBY,TO D,F,1955,08,14
frx_6065524,MIL ANE,SA CK,"",2007,05,31
frx_2508861,MIL ANE,SAC,"",2007,0,31
frx_8598262,MILL NE,SACK,"",2007,05,31
frx_7020389,MILL ANE,SACLC,"",2007,05,31
frx_6811809,MILLANE,ACK,"",2007,05,31
frx_9368605,FAI TH,MCINTYR E,M,1930,06,19
frx_4033350,DEA K IN,WEAVE,"","","",""
frx_9464175,DEAKJ N,WEAVER,"","","",""
frx_3788343,DEAKIN,WEAVER,"","","",""
frx_3344837,DEAKIN,WEA ER,"","","",""
frx_5043074,DEA KIN,WEAVER,"","","",""
frx_4056761,SANA,JMYTHE,"",1979,10,23
frx_5974849,STANA,SMYTE,"",1979,10,23
frx_7054249,JANA,SMYTHE,"",1979,10,23
frx_7511458,SANA,SYDH,"",1979,10,23
frx_5434241,SANA,SMYDHE,"",1979,10,23
frx_8413824,STAEKSIN,LAKETO,"",1993,03,08
frx_4531143,SAKIN,LAGETO,"",1993,03,08
frx_6731814,SACHIN,LACKETO,"",1993,03,08
frx_5958077,GEORGIA,LÃ NROTH,F,"","",""
frx_4430261,GEORGIA,LÃ NNROT,F,"","",""
frx_9098608,GEORJYA,LÃ NNROD,F,"","",""
frx_3936568,GEORZIA,LÃ NNROT,F,"","",""
frx_6525277,GEORJIA,LÃ NRODH,F,"","",""
frx_8321113,RENAY,EYLES,F,1997,10,21
frx_4392373,DANIEL,HODGES,"",1987,0,21
frx_3744847,DAN I L,HODGES,"",1987,02,21
frx_6442039,JYE,MILES,F,1981,03,31
frx_7034447,JYR,MILWU,F,1981,03,31
frx_2867341,"",DOMINHGKUEZ,"",1986,10,07
frx_6099073,STEPH AN LE,SAMIR,F,z009,0,30
frx_2288120,"",RAISTTSANY,F,1989,07,05
frx_4231767,CKALEB,MOAIMEN,"",1990,10,01
frx_9293946,CALEB,MOAIMEN,"",1990,10,01
frx_4831710,KALEP,MOHAIEMEN,"",1990,10,01
frx_7174816,KALEB,MOAIEMEN,"",1990,10,01
frx_6048605,ZTEPHANI,RUDHERFORD,F,1989,07,20
frx_8518349,NENEH,SHARMAN,O,1998,09,22
frx_6394819,JALY,TUPPA,F,"","",""
frx_3501770,OLIVEAH,JAISHREE,F,1994,08,31
frx_5715733,OLIVEA,JAISTHREA,F,1994,08,31
frx_2458551,KARLI,BAYWURA,F,1991,09,10
frx_4319425,KARLI,BATSUA,F,1991,09,10
frx_4730528,KARLI,BAYSURA,O,1991,09,10
frx_9022708,KARLI,BAYSMUPRA,F,1991,09,10
frx_7972961,KARLI,ROHRLE,F,1991,09,10
frx_5411242,MATT,YO,M,1984,11,24
frx_8947779,MATTEW,YO,M,1984,11,24
frx_2106178,MADTHEW,YO,M,1984,11,24
frx_5141755,CAITLIN,HOPE,"",1986,03,30
frx_7242012,CAITBLIN,HOPE,"",1986,03,30
frx_8966518,CAITLIN,HIP,"",1986,03,30
frx_6122970,CAILON,HOPE,"",1986,83,00
frx_7595271,CAITKIN,HOPE,"",1986,03,30
frx_5604867,EMMA,OYOUNG,O,1995,05,14
frx_9755076,EMMA,OYOPUNG,"",1995,05,14
frx_5106024,EMMA,OYOUNG,F,1995,05,14
frx_8192504,RENAI,DJU,"","","",""
frx_9594781,RENAI,TZU,"","","",""
frx_5158442,"",ADAMSON,"",1923,03,01
frx_7521428,GEORGINA,ADAMSON,"",1923,03,01
frx_4432632,BRIANNA,MCNIEL,F,"","",""
frx_7391114,BRIA NNA,MCNIEL,F,"","",""
frx_8488109,BRIANNA,NCN,F,"","",""
frx_2240492,BR ANNA,MCNIEL,F,"","",""
frx_3280047,AIKATERINA,TRA ES,F,1995,0,05
frx_2091033,AIKATERINA,TRA E,F,1995,07,05
frx_7968272,AIKATER I A,TRAVES,F,199,50,05
frx_3731899,DAASI,JCHWARZ,"",1936,07,07
frx_3171468,TARCY,SCHWARJ,"",1936,07,07
frx_4999195,NICHLLRD,CACKOVIC,F,1993,10,14
frx_4613592,ETHAN,ER IN,F,1982,02,05
frx_5085915,ETHAN,ERMI NA,F,1982,02,05
frx_9348010,ETHAN,ERMINA,F,1982,0,05
frx_5448689,LEIZ,BREWER,F,"","",""
frx_5294801,LEWIZ,BREWER,F,"","",""
frx_9350851,LEIS,BREWER,F,"","",""
frx_5238660,LIS,PREWER,F,"","",""
frx_6558925,MADISON,SALINAS,M,1977,08,06
frx_6212216,MADISON,SALI AS,M,1977,08,06
frx_2274768,THOMAZ,TOEFTING,F,"","",""
frx_9520574,MADISON,BOGOESCU,"",1988,07,17
frx_6199200,ALEECZANDER,ZAYANTILAL,F,2011,09,19
frx_6004811,ALEXANDER,JAYANTILAL,F,2011,09,19
frx_4211064,ALEANTEAH,JAYANTILAL,F,2011,09,19
frx_7431467,ALEXANTER,JAIANDILAL,F,2011,09,19
frx_4823298,LUCK,PIIRONEN,F,1992,01,27
frx_3155055,LUKK,PIIRONEN,O,1992,01,27
frx_8334839,LUKE,PIIRONEN,F,1992,01,27
frx_2812129,JOSHU,BO RON,"","","",""
frx_4323954,JOSUA,BOWRO,"","","",""
frx_4584363,"",MOONEY,M,1989,10,27
frx_5054280,BENJAMIN,MOOHEY,"",1989,10,27
frx_9095697,ZAGGAH,FIPONT,M,1995,10,29
frx_2477825,JOXUA,MELENTES,F,1985,12,01
frx_8109862,JOJUA,MELENDEJ,F,1985,12,01
frx_7415899,NO A H,STRAP,"",1999,05,26
frx_9413369,NOAH,STR APP,"",1999,05,26
frx_9073947,NAH,STRAPP,"",1999,05,26
frx_4331887,FLYNN,HOGAR H,"",1986,05,29
frx_7853076,FLYNN,HOGARTH,"",1986,05,29
frx_8048162,FLVNN,HOGARTH,"",1986,05,29
frx_9331432,FLYNN,HOGA RTH,"",1986,05,29
frx_3467175,KALE,TRAVER,F,1984,04,23
frx_6399842,ANDIE,PHELPZ,"",1993,02,26
frx_3665380,ANTY,FELPJ,"",1993,02,26
frx_6077513,ANDIE,PELPST,"",1993,02,26
frx_8500176,KAE,MARTINS,F,"","",""
frx_9302861,FINLAY,DAY,F,199,0,08
frx_4768997,FINL Y,DAY,F,1991,09,08
frx_3072399,EMMET,CAROFANO,"",1919,07,04
frx_5275140,EMMET,HERMQNNON,"",1985,01,08
frx_9816421,BENJAMIN,STA HN,F,1982,11,05
frx_2617122,BENJA IN,STRAH N,F,1982,11,05
frx_6275771,BENJA IN,STRAHN,F,1982,1,05
frx_3862657,BENJ M IN,STRAHN,F,1982,11,5
frx_2689900,BENJARNIN,STRAHN,F,1982,11,05
frx_5414037,CAEB,HULJIC,F,1993,08,01
frx_2987814,CALEB,HUL IC,F,1993,08,01
frx_9628156,ED A RD,CHRISTIANSON,"",1984,0,11
frx_5521671,EDWA RD,CHRISTIANSON,"",1984,0,11
frx_2931818,MIKAYLA,HSIA,F,1978,10,07
frx_9393419,MIKAYLA,HSOFJ,F,1978,10,07
frx_5553067,MICHAEL,MADZCARDVIC,F,1984,03,23
frx_2584583,MICHAEL,MADZAREVIC,F,1984,03,23
frx_4539227,HANNAH,CAI,F,2012,10,29
frx_7803607,HANNAH,CAI,F,"","",""
frx_8726435,AMEL,"",F,1936,07,26
frx_3898310,AME LIA,"",F,1936,07,26
frx_8771559,AMELIA,"",F,1936,07,6
frx_3567224,AMELIA,"",F,1936,7,26
frx_3096657,AMELIA,"",F,1936,0,26
frx_8249893,BLYAKE,YUNIPINGU,"","","",""
frx_3537155,JARQED,YUNIPINGU,"",1992,01,18
frx_7500662,BLAKD,YUNIPINGU,"",1992,01,18
frx_3355492,BLAE,YUNIPINGU,"",1992,01,18
frx_6305680,BLHKR,YUNIPINGU,"",1992,01,18
frx_8341246,MACKENZI,STAWYER,F,1996,02,21
frx_8922433,MACKENJI,JAWYER,F,1996,02,21
frx_5328437,MADISTON,MOSES,F,"","",""
frx_7375193,MADISON,MOSES,F,"","",""
frx_8235024,MATISON,MOZES,F,"","",""
frx_4359428,MADISON,MOJEZ,F,"","",""
frx_2298850,MATIJTON,MOSES,F,"","",""
frx_7445897,WILLIAM,ENKK,"",1988,01,12
frx_6023829,JOCLC,CHIN,F,1987,12,29
frx_9768417,JO CK,CHIN,F,1987,12,29
frx_6146501,TOBI,ABALLON,F,2006,07,03
frx_3859671,TOBY,ABALLON,F,2006,07,03
frx_4523891,ELISA,DOWNZ,M,1996,03,31
frx_8027847,ELIJTA,DOWNS,M,1996,03,31
frx_7335475,KAHCNE,STAHLBERG,"",2013,10,12
frx_4671435,TARA,SCHWETLIK,F,2013,10,12
frx_2542325,KANE,STAHLBERG,F,2013,10,12
frx_2189859,ANTONIO,SALMB,"",1988,08,90
frx_7413763,WHITEHEAD,LACHLAN,M,1987,02,14
frx_8739405,MATILDA,ROYCEMTON,M,1985,09,07
frx_2314483,DEAKI,BUS,F,1992,08,16
frx_2287727,DEAKIN,H US,F,1992,08,16
frx_9015709,DEA KI,BUH,F,1992,0,16
frx_7090152,DEAKIN,BUSH,F,1992,0,6
frx_9981741,DEAKIN,BU H,F,1992,08,16
frx_9622685,JOEL,CKOIVU,F,1995,03,16
frx_7917232,ZOEL,CKOIVU,F,1995,03,16
frx_2623531,SOEL,KOIVU,F,1995,03,16
frx_5961916,ETHAN,NORRISON,F,1988,05,23
frx_9980856,ETHAN,MORRI SON,F,1988,05,23
frx_3064241,ETHAN,MORR SON,F,1988,0,23
frx_5936341,ETHAN,MORRISON,F,1988,05,23
frx_6223742,ET N,MORRISON,F,1988,05,3
frx_5345718,ANNABELLE,DANIELS,F,1991,12,09
frx_9227904,MICHA ELA,BU R T,F,1985,11,17
frx_3521878,SAMARA,BENGR SSE,F,2007,01,2
frx_9872597,SAMARA,BENGRISSE,F,2007,01,12
frx_4723717,SARNARA,BENGR SSE,F,2007,01,12
frx_8982189,SA RA,BENGRI SE,F,2007,01,12
frx_9354205,ALEZJANDRA,WEEKVELDD,F,"","",""
frx_3817299,ALESJANDRA,WIKVELTT,F,"","",""
frx_7233789,ALESSANTRA,WEEKVELD,F,"","",""
frx_8216453,ALESSANDRA,IKVELDD,O,"","",""
frx_9053577,HRRISTON,STNITERS,F,1988,10,17
frx_5325795,HARRISON,JNIDEAHS,F,1988,10,17
frx_3959500,HARRIJON,SNIDERS,F,1988,10,17
frx_9268332,IJABELLA,EARLSON,"",1992,01,06
frx_3869745,ISABELLA,EAAHLJON,"",1992,01,06
frx_5355146,IJABELA,EARLZON,"",1992,01,06
frx_7897275,KOULA,SCINTO,"","","",""
frx_4959398,GEORG IA,CORSONE,"",1923,0,04
frx_2809269,GEO G IA,SCORSONE,"",1923,0,04
frx_6674954,GEOR IA,SCORSONE,"",1g23,08,04
frx_5146694,SHELBEY,SYING,"",1952,08,11
frx_6885745,JAMIE,CAVAFAH,"",1994,12,01
frx_7370161,NATBAN,L AM,M,1950,1,24
frx_8427549,NATHAN,LA M,M,1950,11,24
frx_8649363,NATBAN,LAM,M,1950,11,24
frx_7581934,NATHN,LA,M,1950,11,24
frx_9139311,FR EY,ADAM,F,1984,12,26
frx_8117593,JACYNTA,SWATI,M,1983,09,31
frx_7691904,JACYNA,SWATI,M,1983,03,01
frx_4868324,JACYNTA,SWATI,"",1983,03,01
frx_8870919,CHLOE,DU E,F,1986,05,01
frx_3201337,FELICITY,GRODITJE,"",1993,12,04
frx_9380434,FELICITY,GROETIEJ,"",1993,12,04
frx_6923955,FELICITY,GRODKTUE,"",1993,12,04
frx_2136689,ABBY,BALZA R TI,M,1985,11,26
frx_3087596,ABBY,BALZAR TTI,M,1985,11,26
frx_4593822,ALOYSIUS,STREHOVSKI,F,1999,03,17
frx_2198393,LEWIS,STREHOVSKI,F,1999,03,17
frx_6191817,MACKENZIE,ZEREC,"",1987,03,05
frx_4686965,MACKNEZIE,ZEREC,"","","",""
frx_5642980,MACKENZIE,ZERDC,"",1987,03,05
frx_5788907,ALIS N,KEDWARD,F,199o,9,19
frx_2093908,AL SON,KEDWARD,F,1990,09,19
frx_4646432,AL SON,KED WA D,F,1990,09,19
frx_2019143,HAYLEY,MASUNO,F,"","",""
frx_8571556,HAYLEY,MAS NO,F,"","",""
frx_4917220,AR KI,MILBURN,M,1914,01,20
frx_2000758,ARK,MILBURN,M,1914,01,20
frx_2214165,KA,BELLMAN,F,1987,01,13
frx_3867771,KA I,BELLMAN,F,1987,05,13
frx_7767725,KA,LOELLMAN,F,1987,05,13
frx_5857799,CB OE,HI L,F,1968,10,17
frx_2838498,CHLOE,HIL,F,1968,0,17
frx_9736795,CHLOE,HIL L,F,1968,10,17
frx_9551734,CH,HILL,F,1968,10,17
frx_3600831,CHLOE,HILL,F,1968,10,17
frx_8454680,NICHOLAS,CHUTIMANT,F,1992,10,07
frx_2826785,NICHOLAS,CHUTIMAT,"",1992,10,07
frx_6836550,NICHOLATS,CHJTIMTANT,F,1992,10,07
frx_6051088,EMIILY,OFANENKO,F,1999,02,25
frx_4522946,EMIILI,OFANENGAUE,F,1999,02,25
frx_9845481,EMIILY,OVANENKOE,F,1999,02,25
frx_5886646,SIMONE,PRESSLEY,F,1994,02,20
frx_9660121,GRACE,HERMESNIEMI,F,1992,04,03
frx_7977911,GRA E,HERMESNIEMI,F,1992,04,03
frx_6548366,GRAC E,HERME NIEMI,F,1992,0,03
frx_4780616,J S SE,CHANDIKA,F,1991,03,23
frx_6971844,DAVID,LONAIES,F,2010,09,02
frx_5452085,DAVID,LONAIES,F,2010,0,02
frx_2564360,DAY LD,LON AIE,F,2010,09,02
frx_2817405,DA V I D,LONAIES,F,2010,09,2
frx_7482018,NI K I,HOLCO B,"",1988,10,10
frx_6269666,IKK,HOLCOM B,"",1988,10,10
frx_4724893,GABRKELLE,VICTOR,"",1989,09,02
frx_6170318,GABRELLE,VICTKR,"",1989,09,02
frx_6395122,JAKE,KUL WANIT,M,1982,08,80
frx_6706969,EMIILY,STRAMPHER,F,1982,06,12
frx_9749452,ANDRE,PEAHNAD,F,1987,09,08
frx_6486486,FLKNM,BANISTER,M,1993,09,20
frx_8408195,FLYNN,BANISTER,O,1993,09,20
frx_5564146,FLYNN,BANISYER,M,1993,09,20
frx_6417282,BANISTER,FTLNN,M,1993,09,20
frx_9232624,FLYNN,BANISTER,F,1993,09,20
frx_7151349,ZACK,STADEAM,M,1906,07,26
frx_6119452,CAITL IN,HARDING,"",1997,01,31
frx_2544714,CAIT LIN,HARD ING,"",1997,01,31
frx_7855054,CAITLIN,HARDNG,"",1997,01,31
frx_7193365,CAITLIN,HARDING,"",1997,01,31
frx_5899837,JAFKLN,BELL,"",1997,07,31
frx_7283411,JACON,BELL,M,1997,07,31
frx_3054026,JACKSON,BELL,M,1997,07,31
frx_3454855,JACKSON,BELL,F,1997,07,31
frx_5929135,OLIVEAH,CKIXEN,F,1991,11,28
frx_7781743,OLIFEA,KIDSEN,F,1991,11,28
frx_5854967,AR,DUN,F,2009,07,06
frx_2755293,LYNAE,HOOPER,F,1989,08,12
frx_6448891,LYNAE,HOOPER,M,1989,08,12
frx_7233451,LILLIAN,CHOJ ECK,F,1q93,05,14
frx_2409846,LILL AN,CHOJECKA,F,1993,05,14
frx_3709719,LILLI AN,CHOJECKA,F,1993,05,14
frx_8741738,SHANTAL,SIMMS,O,1983,09,11
frx_3371503,JACK,HYLANT,F,"","",""
frx_8090881,JAK,HYLAND,F,"","",""
frx_9773918,JACK,HYLAND,O,"","",""
frx_6273025,JACK,YLANT,O,"","",""
frx_6485562,ANELCA,DANIELS,F,1975,12,08
frx_2646702,DOMENIKWUE,KALN,"",2000,11,12
frx_2713249,DOMENIKU,KALN,"",2000,11,12
frx_5109735,DOMENIQU,GALN,"",2000,11,12
frx_5980712,TOMENIKU,KALN,"",2000,11,12
frx_6832958,DOMENIQUE,KALN,"",2000,11,12
frx_3806365,KAIDLYN,KRANTZ,M,"","",""
frx_7055986,CKAITLYN,CCKRANDZ,M,"","",""
frx_4893431,CKAITLYN,CKRANTJ,M,"","",""
frx_5468398,COOPER,SWEI,F,1916,09,07
frx_4150392,"",KOHNSDAMM,F,1991,07,09
frx_6983801,"",KOHNSTAM,F,1991,07,09
frx_2548653,HAY E Y,GOODMAN,F,1997,06,06
frx_4654867,HAYLEY,GOODMAN,F,1997,6,06
frx_6493894,DEAN,MEHRISH,F,1991,11,12
frx_8875907,HAY L EY,HOLCOMB,M,19&5,02,23
frx_7206937,RHIAHON,JOINER,F,1987,04,21
frx_8868127,RHIANNON,JOINER,F,1987,04,21
frx_3950695,CHARLOTTE,O,"",2000,10,08
frx_8553155,ETNM,YOKA,"",2010,07,23
frx_4721166,ETHAP,YOKA,"",2010,07,23
frx_5985004,ETHAN,YOTW,"",2010,07,23
frx_8785781,EMIILY,NASHIER,"",1993,1,18
frx_9403308,EMIILY,NA SHI E,"",1993,10,18
frx_7727287,EM LI Y,NASHIER,"",1993,10,18
frx_2220814,RIOEPY,AHMETOVIC,O,1937,11,01
frx_5649236,SEBASTIAN,DUNN,F,1997,09,03
frx_6973173,SEBA TIAN,DUN,F,1997,09,3
frx_5167423,SEBAS T IAN,D N,F,1997,09,03
frx_2741552,KRIZTIAN,BENJAMINZON,F,1979,11,07
frx_7465120,JOSHUA,LANKE,O,1989,07,09
frx_6118723,JOSTTUA,LANKE,F,1989,07,09
frx_3193283,ZOJTHUA,LANGE,F,1989,07,09
frx_5549645,JOSHUA,LANK,F,1989,07,09
frx_3968862,JOZUA,LANG,F,1989,07,09
frx_3164844,NOA,ZOSEPHSON,"",1970,10,31
frx_5437570,DANIEL,MADZAR EVIC,F,1987,04,28
frx_3037042,DANIEL,MADZAEVIC,F,1987,04,28
frx_6975274,DANIEL,MADZAREVIC,F,1987,0,28
frx_7884792,S,PAVENIC,"",1985,11,18
frx_8345500,S A,PAVENIC,"",1985,11,18
frx_2558762,REUPEN,KUZNETJOVA,F,2009,02,02
frx_2480051,AZLIKH,CKEACHAM,M,1987,03,25
frx_6930775,LA HLAN,ABBITT,F,1951,1,08
frx_7914240,LACHLAN,ABBITT,F,1951,1,08
frx_8533063,JACOB,MAU,M,1989,1,23
frx_6377896,IACOH,MAU,M,1989,12,22
frx_5017080,EMII LY,SHANG,F,1984,10,12
frx_8203530,EM LILY,SH N,F,19 4,10,12
frx_2746482,MICHAEL,DICKENS,"",1987,10,04
frx_9820912,MICHAEL,BERTTIE,"",1987,10,04
frx_8284284,"",SARNUEJSON,"",1989,05,05
frx_9821964,"",SAMVELSON,"",1989,05,05
frx_9139550,"",SAMUELSON,"",1989,0s,05
frx_2230283,"",SAMUELSON,"",1989,05,05
